organisasjonsnummer,navn
816341752,66 NORD JENS LUND GRAABÆK
828269402,62 KAPITAL AS
894813342,6 EURO
912629465,6. NARVIK SPEIDERGRUPPE
912825760,6AM ACCELERATOR AS
913468864,631422 N.B. INC.
913468880,631422 N.B. INC.
913539850,6900 KILDAL
913641477,60 GRADER NÆRINGSMEGLING AS
913756010,66 NORD SKYSSBÅTER AS
914130891,6-7 TETT'N
915735150,60+ LIVET LEKER SNØSCOOTERKLUBB
916616724,632 COGNITIVE CONSULTING  MARQUES ANDERSON
916676077,66 ÅRNES SØR
918478566,64GRADERNORD AS
918533427,6812 HOLDING AS
918604227,6 CATS NORWAY LIMITED
919446129,6 CATS NORWAY LIMITED
919936509,6AM SUCCESS WESSEL
919985747,6C ST AS
920041337,61N SJUSJØEN AS
920185053,68 GRADER NORD AS
920280439,66NOR AS
920370136,64 UTVIKLING AS
921090331,69 GRADER NORD KJELL-OVE KNUTSEN
921198213,69 BYGG AS
922584982,63 GRADER NORD AS
922633592,642 CLARA AS
922705992,62OSLOPROD THOMAS ELIASSEN PAULSEN
924557273,6060 OU
924559861,6060 OÜ
924749261,6518 EIENDOM AS
924858206,6REDROSES DA
925174971,67 NORTH DISTILLERY AS
925665193,6OLOGI NISKA
926457500,643 DOMINIKA BOJDOL
926625381,6770 INVEST AS
926828983,6TH NETTELAND
928079740,69 DATA CENTRE AS
928187152,660 ERIKSEN
928745368,68 GRADER ARCTIC SERVICE AS
929034376,605 BECH
929432649,67 INVEST AS
929557301,6084 HOLDING AS
930113670,640K HOLDING AS
930340030,69 GRADER NORD SOCIAL MEDIA HOUSE AS
930982261,67 DART KLUBB
931349287,6KLOKE
931564986,66G HOLDING AS
931689533,69 GRADER RØR AS
932207001,69 NORD PHILIP KLAMROTH-JUR SNEKKERSERVICE
932472481,67 FROMREIDE GÅRD
932545349,69 NORD UNGDOMSBEDRIFT
932547511,6 HOUR AS
932566834,6ERHJELP HANEKAMP
932778912,6FLOTTE UNGDOMSBEDRIFT
983912761,60PLUSS - LANGHUS
985128324,6. SANS AS
988750158,654 M.O.H AS
989958364,60 GRADER NORD KIROPRAKTIKK AS
990035709,632 ØVRE ÅRDAL ANS
990591202,633 17 GT HOLDING AS
990821097,62 NORD AS
991958398,621 GT HOLDING AS
992299940,67NORTH AS
992379146,63 NORD AS
992837160,69' NORD ADVOKATFIRMA AS
994937049,6. DRAMMEN MS SPEIDERGRUPPE
997069404,603 FAGFORBUNDET VESTRE SLIDRE
998716667,657 OSLO AS
999186475,6. BERGEN ST. GEORGS GILDE
