organisasjonsnummer,navn
819773122,ÁGÚST HELGI JÓNSSON
896785222,ÁNNE MÁRJÁ GUTTORM GRAVEN
914857333,ÁRBI OF SÁPMI INGER UTSI
914896983,ÁBI EADNI HEIDI ANITA PERSEN
915461034,ÁNNE MÁGGÁ WIGELIUS
918862617,ÁNNA-KATRI HELANDER
920036201,ÁVJOVÁRRI NOEREH
920328350,ÁJLUOVTA SKÅVLÅ/DRAG SKOLES FAU
921148666,ÁSMUNDUR ÁSMUNDSSON
921446578,ÁRVU AS
921986149,ÁNNE MARGRETHE GAUP
922357498,ÁSTÁVUONA SÁMIDUODJI
924543361,ÁLDU AS
928704602,ÁST DESIGN AS
928765903,ÁSTÁVUONA SÁMIID SEARVI/ASTAFJORD SAMEFORENING
928792714,ÁNNE MÁIJÁ TURI EIRA
929240596,ÁNTE SIRI - LÁVDDIIN
929832787,ÁB HOLDING AS
930491608,Á LA CARLZON
930769827,ÁJDDO AS
930975257,ÁLTÁ FC
931308009,ÁHKÁNJRGA SÁMESEARVI
931509896,ÁRDNAGIISÁ MAY-TORILL SIRI
931653393,ÁSTIVITI AS
932695618,ÁLTTA SIIDA EIENDOM AS
932762722,ÁRRAN JULEVSÁME GUOVDÁSJ AS
956781302,ÁJVAN ØKONOMI AS
979418647,ÁNTE ANDERSEN SARA
987888059,ÁLTTA SIIDA AS
990635064,ÁRBANATJOGA JA GARDAGA GILISEARVI HOLMESUND OG GARDAK BYGDELAG
994392778,ÁRJA
995264021,ÁJASTEALLI BORETTSLAG
996967964,Á LE MAT LE MY THI NGUYEN
998913004,ÁRRES AS
999115624,ÁLTTÁ SÁMI NUORAID SEARVI
