organisasjonsnummer,navn
821822742,0936245 B.C. LTD
825769242,08 OSLO MARITIME AS
827855022,02HENNING AS
832152242,0-100GOLF-TRENER HÅMO
912047350,01KOMMUNIKASJON - MARTA DIAZ HINAREJOS
912181057,0275.CE-NO ARBEIDERFORENING
912510263,08 SERVICE DANIEL SAVIC
916010214,0.500 NULL.FEMHUNDRE
917218285,0DIN HOLDING AS
917572305,007 TRANSPORT AS
919701226,0495 GREFSEN AS
919725737,06 TOMMY RYKHUS JOHANSEN
919732725,00NATION AS
919939397,02 KLUBBEN
920464963,0XHOLDING AS
921083335,0DB AUDIO OLA BREKKEN
921791453,0936245 B.C. LTD
921826885,0001 INVEST AS
922370788,0102 MANAGEMENT AS
922376018,02 EIENDOM AS
923271805,0-STRESS FRISØR AS
923486968,0-FILTER VLADIMIR JAKOLA
925922196,07000 MOBILITY AS
926116002,075X INVEST AS
926136860,030 SOFTWARE AS
926439944,06565 DROSJE DIBIROV
927444550,0-100 BILVERKSTED AS
927879824,0507 EIENDOM AS
928148424,010 IDÉLAB HENRIK ALFHEIM
929403819,06 BOYS AS
929431650,0186 BARDRIFT AS
929501705,0219 AKTIVITETSFORENINGEN
929751353,04 INVEST AS
930072508,0GCS AS
932133563,04 HOLDING AS
932605023,04 GSE SANDVIK AS
983141706,0404 GRUE TRAVKLUBB
986405887,0 - 6 UTVIKLING NEDERHOED
989255290,06230 INVEST AS
992017015,07365 DOKVA AS
993015857,0757 FLISA INDUSTRIAVDELING
993199893,0716 RE TRAVFORENING VESTFOLD TRAVFORBUND
993933082,00ROLF OLSEN
994151010,0 - 6 ULLENSAKERGATA BARNEHAGE AS
997760441,0 BØF AS
999286976,0 - 6 VÅLERENGGATA BARNEHAGE AS
